광역,군구, 총인구 , 총인구남 , 총인구여 , 내국인계 , 내국인남 , 내국인여 , 외국인계 , 외국인남 , 외국인여 
강원도,춘천시," 287,104 "," 141,556 "," 145,548 "," 281,838 "," 138,878 "," 142,960 "," 5,266 "," 2,678 "," 2,588 "
강원도,원주시," 357,224 "," 177,182 "," 180,042 "," 352,622 "," 174,887 "," 177,735 "," 4,602 "," 2,295 "," 2,307 "
강원도,강릉시," 216,560 "," 108,324 "," 108,236 "," 213,304 "," 106,691 "," 106,613 "," 3,256 "," 1,633 "," 1,623 "
강원도,동해시," 87,264 "," 44,384 "," 42,880 "," 86,258 "," 43,838 "," 42,420 "," 1,006 ", 546 , 460 
강원도,태백시," 40,395 "," 20,405 "," 19,990 "," 40,032 "," 20,307 "," 19,725 ", 363 , 98 , 265 
강원도,속초시," 80,362 "," 40,149 "," 40,213 "," 78,898 "," 39,307 "," 39,591 "," 1,464 ", 842 , 622 
강원도,삼척시," 64,464 "," 33,293 "," 31,171 "," 63,588 "," 32,793 "," 30,795 ", 876 , 500 , 376 
강원도,홍천군," 65,658 "," 33,711 "," 31,947 "," 64,482 "," 33,098 "," 31,384 "," 1,176 ", 613 , 563 
강원도,횡성군," 44,712 "," 22,791 "," 21,921 "," 43,717 "," 22,271 "," 21,446 ", 995 , 520 , 475 
강원도,영월군," 35,728 "," 18,415 "," 17,313 "," 35,339 "," 18,273 "," 17,066 ", 389 , 142 , 247 
강원도,평창군," 38,613 "," 19,781 "," 18,832 "," 37,931 "," 19,481 "," 18,450 ", 682 , 300 , 382 
강원도,정선군," 33,786 "," 17,544 "," 16,242 "," 33,397 "," 17,437 "," 15,960 ", 389 , 107 , 282 
강원도,철원군," 41,855 "," 21,769 "," 20,086 "," 40,913 "," 21,228 "," 19,685 ", 942 , 541 , 401 
강원도,화천군," 23,092 "," 12,520 "," 10,572 "," 22,758 "," 12,371 "," 10,387 ", 334 , 149 , 185 
강원도,양구군," 21,121 "," 11,111 "," 10,010 "," 20,710 "," 10,902 "," 9,808 ", 411 , 209 , 202 
강원도,인제군," 30,670 "," 16,598 "," 14,072 "," 30,183 "," 16,366 "," 13,817 ", 487 , 232 , 255 
강원도,고성군," 26,650 "," 13,975 "," 12,675 "," 25,110 "," 12,876 "," 12,234 "," 1,540 "," 1,099 ", 441 
강원도,양양군," 26,632 "," 13,559 "," 13,073 "," 26,228 "," 13,350 "," 12,878 ", 404 , 209 , 195 
충청북도,충청북도," 1,624,764 "," 828,073 "," 796,691 "," 1,568,133 "," 794,362 "," 773,771 "," 56,631 "," 33,711 "," 22,920 "
충청북도,충주시," 215,349 "," 109,926 "," 105,423 "," 208,450 "," 105,756 "," 102,694 "," 6,899 "," 4,170 "," 2,729 "
충청북도,제천시," 133,750 "," 67,024 "," 66,726 "," 131,640 "," 66,027 "," 65,613 "," 2,110 ", 997 ," 1,113 "
충청북도,청주시," 856,923 "," 431,607 "," 425,316 "," 837,034 "," 421,236 "," 415,798 "," 19,889 "," 10,371 "," 9,518 "
충청북도,청주시상당구," 189,611 "," 94,232 "," 95,379 "," 188,000 "," 93,566 "," 94,434 "," 1,611 ", 666 , 945 
충청북도,청주시서원구," 195,526 "," 96,900 "," 98,626 "," 190,947 "," 94,637 "," 96,310 "," 4,579 "," 2,263 "," 2,316 "
충청북도,청주시흥덕구," 273,483 "," 138,633 "," 134,850 "," 265,367 "," 134,316 "," 131,051 "," 8,116 "," 4,317 "," 3,799 "
충청북도,청주시청원구," 198,303 "," 101,842 "," 96,461 "," 192,720 "," 98,717 "," 94,003 "," 5,583 "," 3,125 "," 2,458 "
충청북도,보은군," 30,929 "," 15,543 "," 15,386 "," 30,214 "," 15,192 "," 15,022 ", 715 , 351 , 364 
충청북도,옥천군," 48,507 "," 24,362 "," 24,145 "," 47,569 "," 23,822 "," 23,747 ", 938 , 540 , 398 
충청북도,영동군," 45,546 "," 22,784 "," 22,762 "," 44,511 "," 22,201 "," 22,310 "," 1,035 ", 583 , 452 
충청북도,진천군," 91,779 "," 49,328 "," 42,451 "," 82,421 "," 43,193 "," 39,228 "," 9,358 "," 6,135 "," 3,223 "
충청북도,괴산군," 37,526 "," 19,435 "," 18,091 "," 36,264 "," 18,666 "," 17,598 "," 1,262 ", 769 , 493 
충청북도,음성군," 100,866 "," 55,530 "," 45,336 "," 87,944 "," 46,472 "," 41,472 "," 12,922 "," 9,058 "," 3,864 "
충청북도,단양군," 26,937 "," 13,584 "," 13,353 "," 26,675 "," 13,492 "," 13,183 ", 262 , 92 , 170 
충청북도,증평군," 36,652 "," 18,950 "," 17,702 "," 35,411 "," 18,305 "," 17,106 "," 1,241 ", 645 , 596 
충청남도,충청남도," 2,175,960 "," 1,116,818 "," 1,059,142 "," 2,077,348 "," 1,059,208 "," 1,018,140 "," 98,612 "," 57,610 "," 41,002 "
충청남도,천안시," 683,888 "," 349,740 "," 334,148 "," 655,410 "," 333,702 "," 321,708 "," 28,478 "," 16,038 "," 12,440 "
충청남도,천안시동남구," 270,836 "," 137,117 "," 133,719 "," 258,423 "," 130,010 "," 128,413 "," 12,413 "," 7,107 "," 5,306 "
충청남도,천안시서북구," 413,052 "," 212,623 "," 200,429 "," 396,987 "," 203,692 "," 193,295 "," 16,065 "," 8,931 "," 7,134 "
충청남도,공주시," 106,915 "," 52,782 "," 54,133 "," 104,211 "," 51,409 "," 52,802 "," 2,704 "," 1,373 "," 1,331 "
충청남도,보령시," 97,390 "," 50,364 "," 47,026 "," 93,413 "," 47,415 "," 45,998 "," 3,977 "," 2,949 "," 1,028 "
충청남도,아산시," 348,727 "," 182,939 "," 165,788 "," 320,384 "," 166,242 "," 154,142 "," 28,343 "," 16,697 "," 11,646 "
충청남도,서산시," 177,497 "," 92,741 "," 84,756 "," 171,473 "," 89,453 "," 82,020 "," 6,024 "," 3,288 "," 2,736 "
충청남도,논산시," 117,262 "," 58,442 "," 58,820 "," 111,868 "," 55,794 "," 56,074 "," 5,394 "," 2,648 "," 2,746 "
충청남도,계룡시," 41,415 "," 20,614 "," 20,801 "," 41,153 "," 20,500 "," 20,653 ", 262 , 114 , 148 
충청남도,당진시," 169,507 "," 91,060 "," 78,447 "," 161,479 "," 85,940 "," 75,539 "," 8,028 "," 5,120 "," 2,908 "
충청남도,금산군," 52,436 "," 26,146 "," 26,290 "," 49,653 "," 24,813 "," 24,840 "," 2,783 "," 1,333 "," 1,450 "
충청남도,부여군," 62,415 "," 30,882 "," 31,533 "," 60,788 "," 30,065 "," 30,723 "," 1,627 ", 817 , 810 
충청남도,서천군," 50,012 "," 24,936 "," 25,076 "," 48,258 "," 23,650 "," 24,608 "," 1,754 "," 1,286 ", 468 
충청남도,청양군," 30,103 "," 15,322 "," 14,781 "," 29,221 "," 14,886 "," 14,335 ", 882 , 436 , 446 
충청남도,홍성군," 101,618 "," 50,955 "," 50,663 "," 98,266 "," 48,803 "," 49,463 "," 3,352 "," 2,152 "," 1,200 "
충청남도,예산군," 76,490 "," 38,853 "," 37,637 "," 73,448 "," 36,855 "," 36,593 "," 3,042 "," 1,998 "," 1,044 "
충청남도,태안군," 60,285 "," 31,042 "," 29,243 "," 58,323 "," 29,681 "," 28,642 "," 1,962 "," 1,361 ", 601 
전라북도,전라북도," 1,787,053 "," 891,295 "," 895,758 "," 1,746,006 "," 869,614 "," 876,392 "," 41,047 "," 21,681 "," 19,366 "
전라북도,전주시," 670,411 "," 331,251 "," 339,160 "," 658,902 "," 325,887 "," 333,015 "," 11,509 "," 5,364 "," 6,145 "
전라북도,전주시완산구," 342,394 "," 167,393 "," 175,001 "," 336,897 "," 164,807 "," 172,090 "," 5,497 "," 2,586 "," 2,911 "
전라북도,전주시덕진구," 328,017 "," 163,858 "," 164,159 "," 322,005 "," 161,080 "," 160,925 "," 6,012 "," 2,778 "," 3,234 "
전라북도,군산시," 267,635 "," 136,413 "," 131,222 "," 259,861 "," 131,613 "," 128,248 "," 7,774 "," 4,800 "," 2,974 "
전라북도,익산시," 280,150 "," 140,166 "," 139,984 "," 273,945 "," 137,098 "," 136,847 "," 6,205 "," 3,068 "," 3,137 "
전라북도,정읍시," 104,463 "," 51,984 "," 52,479 "," 100,988 "," 49,939 "," 51,049 "," 3,475 "," 2,045 "," 1,430 "
전라북도,남원시," 76,551 "," 37,396 "," 39,155 "," 75,273 "," 36,888 "," 38,385 "," 1,278 ", 508 , 770 
전라북도,김제시," 77,998 "," 38,721 "," 39,277 "," 75,616 "," 37,127 "," 38,489 "," 2,382 "," 1,594 ", 788 
전라북도,완주군," 95,029 "," 48,851 "," 46,178 "," 90,892 "," 46,451 "," 44,441 "," 4,137 "," 2,400 "," 1,737 "
전라북도,진안군," 22,760 "," 11,351 "," 11,409 "," 22,313 "," 11,183 "," 11,130 ", 447 , 168 , 279 
전라북도,무주군," 22,305 "," 11,011 "," 11,294 "," 22,027 "," 10,933 "," 11,094 ", 278 , 78 , 200 
전라북도,장수군," 20,335 "," 10,071 "," 10,264 "," 19,876 "," 9,894 "," 9,982 ", 459 , 177 , 282 
전라북도,임실군," 24,997 "," 12,575 "," 12,422 "," 24,605 "," 12,433 "," 12,172 ", 392 , 142 , 250 
전라북도,순창군," 25,483 "," 12,333 "," 13,150 "," 25,033 "," 12,174 "," 12,859 ", 450 , 159 , 291 
전라북도,고창군," 51,180 "," 25,420 "," 25,760 "," 49,994 "," 24,833 "," 25,161 "," 1,186 ", 587 , 599 
전라북도,부안군," 47,756 "," 23,752 "," 24,004 "," 46,681 "," 23,161 "," 23,520 "," 1,075 ", 591 , 484 
전라남도,전라남도," 1,778,124 "," 897,120 "," 881,004 "," 1,733,965 "," 870,400 "," 863,565 "," 44,159 "," 26,720 "," 17,439 "
전라남도,목포시," 221,178 "," 110,831 "," 110,347 "," 216,961 "," 108,409 "," 108,552 "," 4,217 "," 2,422 "," 1,795 "
전라남도,여수시," 268,687 "," 138,498 "," 130,189 "," 262,421 "," 134,168 "," 128,253 "," 6,266 "," 4,330 "," 1,936 "
전라남도,순천시," 273,827 "," 136,395 "," 137,432 "," 270,979 "," 135,112 "," 135,867 "," 2,848 "," 1,283 "," 1,565 "
전라남도,나주시," 115,138 "," 57,482 "," 57,656 "," 111,507 "," 55,517 "," 55,990 "," 3,631 "," 1,965 "," 1,666 "
전라남도,광양시," 144,226 "," 75,350 "," 68,876 "," 142,036 "," 74,406 "," 67,630 "," 2,190 ", 944 ," 1,246 "
전라남도,담양군," 44,034 "," 21,830 "," 22,204 "," 42,776 "," 21,230 "," 21,546 "," 1,258 ", 600 , 658 
전라남도,곡성군," 26,781 "," 13,177 "," 13,604 "," 26,192 "," 12,864 "," 13,328 ", 589 , 313 , 276 
전라남도,구례군," 23,543 "," 11,325 "," 12,218 "," 23,267 "," 11,235 "," 12,032 ", 276 , 90 , 186 
전라남도,고흥군," 58,873 "," 28,758 "," 30,115 "," 57,565 "," 27,959 "," 29,606 "," 1,308 ", 799 , 509 
전라남도,보성군," 36,981 "," 17,798 "," 19,183 "," 36,402 "," 17,573 "," 18,829 ", 579 , 225 , 354 
전라남도,화순군," 60,136 "," 29,088 "," 31,048 "," 59,024 "," 28,606 "," 30,418 "," 1,112 ", 482 , 630 
전라남도,장흥군," 34,268 "," 16,684 "," 17,584 "," 33,555 "," 16,367 "," 17,188 ", 713 , 317 , 396 
전라남도,강진군," 31,941 "," 15,507 "," 16,434 "," 31,348 "," 15,239 "," 16,109 ", 593 , 268 , 325 
전라남도,해남군," 63,242 "," 31,437 "," 31,805 "," 61,440 "," 30,376 "," 31,064 "," 1,802 "," 1,061 ", 741 
전라남도,영암군," 55,998 "," 30,212 "," 25,786 "," 50,262 "," 26,064 "," 24,198 "," 5,736 "," 4,148 "," 1,588 "
전라남도,무안군," 90,094 "," 45,409 "," 44,685 "," 87,946 "," 44,209 "," 43,737 "," 2,148 "," 1,200 ", 948 
전라남도,함평군," 29,369 "," 14,660 "," 14,709 "," 28,507 "," 14,201 "," 14,306 ", 862 , 459 , 403 
전라남도,영광군," 48,981 "," 24,440 "," 24,541 "," 47,751 "," 23,735 "," 24,016 "," 1,230 ", 705 , 525 
전라남도,장성군," 40,604 "," 20,446 "," 20,158 "," 39,307 "," 19,691 "," 19,616 "," 1,297 ", 755 , 542 
전라남도,완도군," 47,210 "," 24,724 "," 22,486 "," 44,449 "," 22,463 "," 21,986 "," 2,761 "," 2,261 ", 500 
전라남도,진도군," 29,013 "," 14,970 "," 14,043 "," 27,251 "," 13,543 "," 13,708 "," 1,762 "," 1,427 ", 335 
전라남도,신안군," 34,000 "," 18,099 "," 15,901 "," 33,019 "," 17,433 "," 15,586 ", 981 , 666 , 315 
경상북도,경상북도," 2,635,314 "," 1,332,376 "," 1,302,938 "," 2,562,516 "," 1,289,398 "," 1,273,118 "," 72,798 "," 42,978 "," 29,820 "
경상북도,포항시," 501,251 "," 254,482 "," 246,769 "," 493,210 "," 249,846 "," 243,364 "," 8,041 "," 4,636 "," 3,405 "
경상북도,포항시남구," 228,869 "," 119,399 "," 109,470 "," 224,701 "," 116,756 "," 107,945 "," 4,168 "," 2,643 "," 1,525 "
경상북도,포항시북구," 272,382 "," 135,083 "," 137,299 "," 268,509 "," 133,090 "," 135,419 "," 3,873 "," 1,993 "," 1,880 "
경상북도,경주시," 261,102 "," 132,338 "," 128,764 "," 245,260 "," 122,727 "," 122,533 "," 15,842 "," 9,611 "," 6,231 "
경상북도,김천시," 137,962 "," 69,158 "," 68,804 "," 134,762 "," 67,328 "," 67,434 "," 3,200 "," 1,830 "," 1,370 "
경상북도,안동시," 158,064 "," 78,040 "," 80,024 "," 156,201 "," 77,240 "," 78,961 "," 1,863 ", 800 ," 1,063 "
경상북도,구미시," 413,963 "," 213,736 "," 200,227 "," 407,865 "," 210,519 "," 197,346 "," 6,098 "," 3,217 "," 2,881 "
경상북도,영주시," 102,414 "," 50,831 "," 51,583 "," 101,202 "," 50,309 "," 50,893 "," 1,212 ", 522 , 690 
경상북도,영천시," 99,859 "," 51,049 "," 48,810 "," 96,040 "," 48,443 "," 47,597 "," 3,819 "," 2,606 "," 1,213 "
경상북도,상주시," 93,722 "," 46,229 "," 47,493 "," 92,382 "," 45,672 "," 46,710 "," 1,340 ", 557 , 783 
경상북도,문경시," 67,669 "," 33,175 "," 34,494 "," 66,733 "," 32,743 "," 33,990 ", 936 , 432 , 504 
경상북도,경산시," 293,418 "," 147,723 "," 145,695 "," 279,314 "," 139,624 "," 139,690 "," 14,104 "," 8,099 "," 6,005 "
경상북도,군위군," 21,285 "," 10,929 "," 10,356 "," 20,690 "," 10,493 "," 10,197 ", 595 , 436 , 159 
경상북도,의성군," 48,021 "," 23,299 "," 24,722 "," 47,291 "," 22,922 "," 24,369 ", 730 , 377 , 353 
경상북도,청송군," 23,288 "," 11,577 "," 11,711 "," 23,005 "," 11,491 "," 11,514 ", 283 , 86 , 197 
경상북도,영양군," 15,558 "," 7,682 "," 7,876 "," 15,203 "," 7,573 "," 7,630 ", 355 , 109 , 246 
경상북도,영덕군," 33,927 "," 16,428 "," 17,499 "," 32,671 "," 15,469 "," 17,202 "," 1,256 ", 959 , 297 
경상북도,청도군," 40,071 "," 19,376 "," 20,695 "," 38,704 "," 18,779 "," 19,925 "," 1,367 ", 597 , 770 
경상북도,고령군," 30,399 "," 15,899 "," 14,500 "," 28,424 "," 14,368 "," 14,056 "," 1,975 "," 1,531 ", 444 
경상북도,성주군," 40,804 "," 21,194 "," 19,610 "," 38,830 "," 19,729 "," 19,101 "," 1,974 "," 1,465 ", 509 
경상북도,칠곡군," 114,564 "," 59,705 "," 54,859 "," 110,002 "," 56,770 "," 53,232 "," 4,562 "," 2,935 "," 1,627 "
경상북도,예천군," 54,267 "," 26,493 "," 27,774 "," 53,546 "," 26,211 "," 27,335 ", 721 , 282 , 439 
경상북도,봉화군," 29,168 "," 14,479 "," 14,689 "," 28,701 "," 14,327 "," 14,374 ", 467 , 152 , 315 
경상북도,울진군," 46,369 "," 24,041 "," 22,328 "," 44,540 "," 22,482 "," 22,058 "," 1,829 "," 1,559 ", 270 
경상북도,울릉군," 8,169 "," 4,513 "," 3,656 "," 7,940 "," 4,333 "," 3,607 ", 229 , 180 , 49 
경상남도,경상남도," 3,305,931 "," 1,676,753 "," 1,629,178 "," 3,214,095 "," 1,617,823 "," 1,596,272 "," 91,836 "," 58,930 "," 32,906 "
경상남도,진주시," 353,389 "," 175,897 "," 177,492 "," 347,206 "," 172,422 "," 174,784 "," 6,183 "," 3,475 "," 2,708 "
경상남도,통영시," 124,829 "," 64,225 "," 60,604 "," 120,018 "," 60,346 "," 59,672 "," 4,811 "," 3,879 ", 932 
경상남도,사천시," 109,646 "," 56,293 "," 53,353 "," 105,591 "," 53,263 "," 52,328 "," 4,055 "," 3,030 "," 1,025 "
경상남도,김해시," 547,995 "," 280,496 "," 267,499 "," 523,759 "," 264,078 "," 259,681 "," 24,236 "," 16,418 "," 7,818 "
경상남도,밀양시," 101,837 "," 49,834 "," 52,003 "," 98,211 "," 48,360 "," 49,851 "," 3,626 "," 1,474 "," 2,152 "
경상남도,거제시," 242,426 "," 128,937 "," 113,489 "," 234,311 "," 123,500 "," 110,811 "," 8,115 "," 5,437 "," 2,678 "
경상남도,양산시," 352,610 "," 177,013 "," 175,597 "," 344,405 "," 171,980 "," 172,425 "," 8,205 "," 5,033 "," 3,172 "
경상남도,창원시," 1,025,702 "," 521,016 "," 504,686 "," 1,007,162 "," 510,117 "," 497,045 "," 18,540 "," 10,899 "," 7,641 "
경상남도,창원시의창구," 216,915 "," 110,377 "," 106,538 "," 212,865 "," 108,105 "," 104,760 "," 4,050 "," 2,272 "," 1,778 "
경상남도,창원시성산구," 249,909 "," 128,932 "," 120,977 "," 245,091 "," 125,859 "," 119,232 "," 4,818 "," 3,073 "," 1,745 "
경상남도,창원시마산합포구," 180,049 "," 89,581 "," 90,468 "," 177,345 "," 88,032 "," 89,313 "," 2,704 "," 1,549 "," 1,155 "
경상남도,창원시마산회원구," 186,464 "," 93,039 "," 93,425 "," 183,851 "," 91,660 "," 92,191 "," 2,613 "," 1,379 "," 1,234 "
경상남도,창원시진해구," 192,365 "," 99,087 "," 93,278 "," 188,010 "," 96,461 "," 91,549 "," 4,355 "," 2,626 "," 1,729 "
경상남도,의령군," 25,325 "," 12,499 "," 12,826 "," 24,381 "," 11,921 "," 12,460 ", 944 , 578 , 366 
경상남도,함안군," 63,233 "," 33,146 "," 30,087 "," 59,253 "," 30,008 "," 29,245 "," 3,980 "," 3,138 ", 842 
경상남도,창녕군," 59,664 "," 30,056 "," 29,608 "," 56,446 "," 27,938 "," 28,508 "," 3,218 "," 2,118 "," 1,100 "
경상남도,고성군," 48,803 "," 24,618 "," 24,185 "," 47,312 "," 23,590 "," 23,722 "," 1,491 "," 1,028 ", 463 
경상남도,남해군," 40,870 "," 20,144 "," 20,726 "," 39,852 "," 19,314 "," 20,538 "," 1,018 ", 830 , 188 
경상남도,하동군," 40,167 "," 19,848 "," 20,319 "," 39,533 "," 19,597 "," 19,936 ", 634 , 251 , 383 
경상남도,산청군," 33,014 "," 16,035 "," 16,979 "," 32,258 "," 15,713 "," 16,545 ", 756 , 322 , 434 
경상남도,함양군," 36,541 "," 17,704 "," 18,837 "," 36,006 "," 17,442 "," 18,564 ", 535 , 262 , 273 
경상남도,거창군," 59,238 "," 29,331 "," 29,907 "," 58,517 "," 28,990 "," 29,527 ", 721 , 341 , 380 
경상남도,합천군," 40,642 "," 19,661 "," 20,981 "," 39,874 "," 19,244 "," 20,630 ", 768 , 417 , 351 
제주특별자치도,제주특별자치도," 673,107 "," 338,809 "," 334,298 "," 647,897 "," 324,521 "," 323,376 "," 25,210 "," 14,288 "," 10,922 "
제주특별자치도,제주시," 493,869 "," 247,944 "," 245,925 "," 476,970 "," 238,636 "," 238,334 "," 16,899 "," 9,308 "," 7,591 "
제주특별자치도,서귀포시," 179,238 "," 90,865 "," 88,373 "," 170,927 "," 85,885 "," 85,042 "," 8,311 "," 4,980 "," 3,331 "